# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
267           	5.965949e-01	2.172353e-01	3.793595e-01	-3.787176e-01	-1.716456e-01	-2.070721e-01	1.771327e-02	-8.106209e-02	1.262822e-02	-2.038997e-03	1.160872e-02	-1.364772e-02
268           	5.964485e-01	2.165561e-01	3.798924e-01	-3.807810e-01	-1.708223e-01	-2.099587e-01	1.956820e-02	-8.166817e-02	1.196804e-02	-1.437911e-03	1.124909e-02	-1.268700e-02
269           	5.961545e-01	2.158132e-01	3.803413e-01	-3.825463e-01	-1.701189e-01	-2.124273e-01	2.115421e-02	-8.226406e-02	1.143184e-02	-7.288139e-04	1.106744e-02	-1.179625e-02
270           	5.956927e-01	2.150029e-01	3.806898e-01	-3.838373e-01	-1.695553e-01	-2.142820e-01	2.236334e-02	-8.284344e-02	1.111334e-02	1.516058e-04	1.118914e-02	-1.103754e-02
271           	5.951628e-01	2.141922e-01	3.809706e-01	-3.845172e-01	-1.690495e-01	-2.154677e-01	2.320906e-02	-8.338920e-02	1.109623e-02	1.227379e-03	1.170992e-02	-1.048254e-02
272           	5.945603e-01	2.134148e-01	3.811455e-01	-3.848093e-01	-1.684508e-01	-2.163585e-01	2.395384e-02	-8.386535e-02	1.136519e-02	2.509269e-03	1.261983e-02	-1.011056e-02
273           	5.940446e-01	2.127606e-01	3.812839e-01	-3.846591e-01	-1.675775e-01	-2.170817e-01	2.475209e-02	-8.426164e-02	1.184496e-02	3.968302e-03	1.382911e-02	-9.860805e-03
274           	5.936282e-01	2.122393e-01	3.813889e-01	-3.842484e-01	-1.664373e-01	-2.178111e-01	2.568690e-02	-8.457478e-02	1.246220e-02	5.529547e-03	1.522697e-02	-9.697426e-03
275           	5.933091e-01	2.118372e-01	3.814719e-01	-3.832421e-01	-1.649471e-01	-2.182950e-01	2.667397e-02	-8.481737e-02	1.310159e-02	7.036334e-03	1.661975e-02	-9.583419e-03
276           	5.931241e-01	2.115475e-01	3.815766e-01	-3.816760e-01	-1.631547e-01	-2.185213e-01	2.768328e-02	-8.501452e-02	1.365076e-02	8.401726e-03	1.785162e-02	-9.449897e-03
277           	5.930359e-01	2.113534e-01	3.816825e-01	-3.796100e-01	-1.611750e-01	-2.184349e-01	2.862995e-02	-8.516456e-02	1.403397e-02	9.466485e-03	1.876722e-02	-9.300732e-03
278           	5.929599e-01	2.112036e-01	3.817563e-01	-3.771281e-01	-1.590643e-01	-2.180639e-01	2.949981e-02	-8.527639e-02	1.428095e-02	1.026711e-02	1.941451e-02	-9.147402e-03
279           	5.928192e-01	2.110673e-01	3.817519e-01	-3.742162e-01	-1.569924e-01	-2.172239e-01	3.011575e-02	-8.534227e-02	1.444986e-02	1.080644e-02	1.985308e-02	-9.046634e-03
280           	5.925957e-01	2.109121e-01	3.816836e-01	-3.709738e-01	-1.552152e-01	-2.157586e-01	3.027170e-02	-8.538574e-02	1.464757e-02	1.119680e-02	2.024597e-02	-9.049166e-03
281           	5.922774e-01	2.106705e-01	3.816070e-01	-3.675329e-01	-1.539673e-01	-2.135656e-01	2.979919e-02	-8.546827e-02	1.494067e-02	1.151093e-02	2.069614e-02	-9.185210e-03
282           	5.918391e-01	2.103440e-01	3.814951e-01	-3.643666e-01	-1.533449e-01	-2.110218e-01	2.883846e-02	-8.557555e-02	1.530611e-02	1.175169e-02	2.118195e-02	-9.430260e-03
283           	5.912852e-01	2.099507e-01	3.813345e-01	-3.615905e-01	-1.533241e-01	-2.082664e-01	2.747115e-02	-8.569190e-02	1.572659e-02	1.191827e-02	2.168573e-02	-9.767460e-03
284           	5.907109e-01	2.095729e-01	3.811380e-01	-3.596580e-01	-1.539453e-01	-2.057127e-01	2.588367e-02	-8.578257e-02	1.613637e-02	1.195328e-02	2.211301e-02	-1.015973e-02
285           	5.902344e-01	2.092452e-01	3.809892e-01	-3.583329e-01	-1.551132e-01	-2.032197e-01	2.405323e-02	-8.587199e-02	1.652972e-02	1.193087e-02	2.249515e-02	-1.056428e-02
286           	5.898096e-01	2.089381e-01	3.808715e-01	-3.576836e-01	-1.567262e-01	-2.009574e-01	2.211562e-02	-8.596674e-02	1.692883e-02	1.186985e-02	2.286376e-02	-1.099390e-02
287           	5.893689e-01	2.086290e-01	3.807400e-01	-3.573600e-01	-1.585073e-01	-1.988527e-01	2.017269e-02	-8.605550e-02	1.731273e-02	1.178097e-02	2.320321e-02	-1.142224e-02
288           	5.890381e-01	2.083947e-01	3.806435e-01	-3.573543e-01	-1.603344e-01	-1.970199e-01	1.834273e-02	-8.612442e-02	1.760625e-02	1.152707e-02	2.336979e-02	-1.184272e-02
289           	5.888666e-01	2.082418e-01	3.806248e-01	-3.571538e-01	-1.618701e-01	-1.952837e-01	1.670681e-02	-8.619150e-02	1.785180e-02	1.122816e-02	2.346588e-02	-1.223772e-02
290           	5.890331e-01	2.082568e-01	3.807764e-01	-3.562165e-01	-1.628443e-01	-1.933722e-01	1.526391e-02	-8.625978e-02	1.808158e-02	1.096607e-02	2.356462e-02	-1.259855e-02
291           	5.894176e-01	2.084089e-01	3.810087e-01	-3.543965e-01	-1.631397e-01	-1.912567e-01	1.405850e-02	-8.629993e-02	1.832311e-02	1.069958e-02	2.367290e-02	-1.297332e-02
292           	5.899549e-01	2.086913e-01	3.812635e-01	-3.517048e-01	-1.629016e-01	-1.888033e-01	1.295085e-02	-8.628609e-02	1.851300e-02	1.031656e-02	2.367128e-02	-1.335472e-02
293           	5.904175e-01	2.089752e-01	3.814423e-01	-3.480081e-01	-1.620504e-01	-1.859576e-01	1.195359e-02	-8.623355e-02	1.863822e-02	9.786701e-03	2.353157e-02	-1.374487e-02
294           	5.907311e-01	2.093131e-01	3.814180e-01	-3.442699e-01	-1.610481e-01	-1.832218e-01	1.108684e-02	-8.605243e-02	1.868588e-02	9.057817e-03	2.321479e-02	-1.415697e-02
295           	5.907987e-01	2.096498e-01	3.811489e-01	-3.404972e-01	-1.598278e-01	-1.806694e-01	1.042079e-02	-8.574953e-02	1.866985e-02	8.194599e-03	2.276715e-02	-1.457255e-02
296           	5.908211e-01	2.100641e-01	3.807569e-01	-3.373689e-01	-1.587930e-01	-1.785759e-01	9.891484e-03	-8.534640e-02	1.864414e-02	7.361818e-03	2.232505e-02	-1.496323e-02
297           	5.907227e-01	2.105364e-01	3.801863e-01	-3.351729e-01	-1.582707e-01	-1.769022e-01	9.315734e-03	-8.482498e-02	1.865997e-02	6.657966e-03	2.198895e-02	-1.533098e-02
298           	5.905124e-01	2.110789e-01	3.794335e-01	-3.346549e-01	-1.586526e-01	-1.760023e-01	8.674860e-03	-8.417731e-02	1.872333e-02	6.135936e-03	2.179130e-02	-1.565536e-02
299           	5.901334e-01	2.116573e-01	3.784761e-01	-3.352011e-01	-1.600083e-01	-1.751928e-01	7.592254e-03	-8.340942e-02	1.872407e-02	5.750792e-03	2.159946e-02	-1.584867e-02
300           	5.896647e-01	2.122893e-01	3.773754e-01	-3.370475e-01	-1.625176e-01	-1.745299e-01	6.006156e-03	-8.254302e-02	1.866272e-02	5.505288e-03	2.141537e-02	-1.591008e-02
301           	5.890145e-01	2.129333e-01	3.760811e-01	-3.398621e-01	-1.657738e-01	-1.740883e-01	4.157242e-03	-8.157390e-02	1.856294e-02	5.359062e-03	2.124247e-02	-1.588341e-02
302           	5.882743e-01	2.135884e-01	3.746859e-01	-3.436819e-01	-1.695065e-01	-1.741754e-01	2.334458e-03	-8.054872e-02	1.848217e-02	5.277831e-03	2.112108e-02	-1.584325e-02
303           	5.875383e-01	2.142474e-01	3.732909e-01	-3.477833e-01	-1.731639e-01	-1.746194e-01	7.277539e-04	-7.952173e-02	1.845710e-02	5.205977e-03	2.106009e-02	-1.585411e-02
304           	5.869323e-01	2.148715e-01	3.720608e-01	-3.517584e-01	-1.764766e-01	-1.752818e-01	-5.974141e-04	-7.859467e-02	1.843983e-02	5.106366e-03	2.099301e-02	-1.588664e-02
305           	5.865085e-01	2.154717e-01	3.710369e-01	-3.549243e-01	-1.788115e-01	-1.761128e-01	-1.349388e-03	-7.778260e-02	1.836604e-02	4.929734e-03	2.083090e-02	-1.590117e-02
306           	5.863347e-01	2.160371e-01	3.702976e-01	-3.572809e-01	-1.800063e-01	-1.772746e-01	-1.365844e-03	-7.713023e-02	1.829304e-02	4.806643e-03	2.069636e-02	-1.588972e-02
307           	5.863829e-01	2.165855e-01	3.697974e-01	-3.587848e-01	-1.800492e-01	-1.787356e-01	-6.568022e-04	-7.660596e-02	1.825734e-02	4.725499e-03	2.062009e-02	-1.589459e-02
308           	5.867117e-01	2.171620e-01	3.695498e-01	-3.597926e-01	-1.792917e-01	-1.805010e-01	6.046370e-04	-7.619388e-02	1.822885e-02	4.668147e-03	2.056292e-02	-1.589477e-02
309           	5.872441e-01	2.178004e-01	3.694437e-01	-3.605683e-01	-1.779356e-01	-1.826327e-01	2.348567e-03	-7.582169e-02	1.817320e-02	4.567318e-03	2.045686e-02	-1.588955e-02
310           	5.879329e-01	2.185034e-01	3.694295e-01	-3.613363e-01	-1.762295e-01	-1.851068e-01	4.438669e-03	-7.546304e-02	1.803154e-02	4.339701e-03	2.020139e-02	-1.586168e-02
311           	5.887932e-01	2.193263e-01	3.694670e-01	-3.623953e-01	-1.743256e-01	-1.880696e-01	6.872009e-03	-7.507035e-02	1.780769e-02	3.977214e-03	1.979630e-02	-1.581908e-02
312           	5.897907e-01	2.202448e-01	3.695459e-01	-3.638723e-01	-1.723984e-01	-1.914740e-01	9.537800e-03	-7.465050e-02	1.749931e-02	3.420895e-03	1.920976e-02	-1.578886e-02
313           	5.908164e-01	2.211983e-01	3.696181e-01	-3.654817e-01	-1.704376e-01	-1.950441e-01	1.230325e-02	-7.420987e-02	1.713924e-02	2.670064e-03	1.847427e-02	-1.580421e-02
314           	5.917943e-01	2.220797e-01	3.697145e-01	-3.669533e-01	-1.685043e-01	-1.984490e-01	1.497235e-02	-7.381741e-02	1.674946e-02	1.782641e-03	1.764078e-02	-1.585814e-02
315           	5.927612e-01	2.228730e-01	3.698882e-01	-3.679738e-01	-1.666767e-01	-2.012971e-01	1.731022e-02	-7.350755e-02	1.635544e-02	8.661827e-04	1.678853e-02	-1.592235e-02
316           	5.937665e-01	2.235802e-01	3.701863e-01	-3.684277e-01	-1.650401e-01	-2.033876e-01	1.917374e-02	-7.330304e-02	1.598585e-02	-2.957932e-05	1.597106e-02	-1.600064e-02
317           	5.946608e-01	2.241561e-01	3.705047e-01	-3.681842e-01	-1.635615e-01	-2.046227e-01	2.053063e-02	-7.317429e-02	1.566440e-02	-8.502369e-04	1.523928e-02	-1.608952e-02
318           	5.953927e-01	2.245724e-01	3.708202e-01	-3.674784e-01	-1.622192e-01	-2.052591e-01	2.151994e-02	-7.312390e-02	1.540841e-02	-1.609270e-03	1.460377e-02	-1.621304e-02
319           	5.959578e-01	2.248244e-01	3.711334e-01	-3.661596e-01	-1.610056e-01	-2.051540e-01	2.207419e-02	-7.315450e-02	1.525680e-02	-2.267021e-03	1.412329e-02	-1.639031e-02
320           	5.963466e-01	2.248787e-01	3.714679e-01	-3.643035e-01	-1.599164e-01	-2.043872e-01	2.223540e-02	-7.329460e-02	1.519177e-02	-2.848190e-03	1.376767e-02	-1.661586e-02
321           	5.965119e-01	2.247147e-01	3.717972e-01	-3.617454e-01	-1.589199e-01	-2.028255e-01	2.195278e-02	-7.354123e-02	1.522306e-02	-3.231180e-03	1.360747e-02	-1.683865e-02
322           	5.964954e-01	2.243746e-01	3.721208e-01	-3.590191e-01	-1.579974e-01	-2.010217e-01	2.151214e-02	-7.387309e-02	1.536274e-02	-3.374990e-03	1.367525e-02	-1.705024e-02
323           	5.963658e-01	2.239387e-01	3.724271e-01	-3.562663e-01	-1.572351e-01	-1.990311e-01	2.089800e-02	-7.424418e-02	1.560287e-02	-3.280879e-03	1.396243e-02	-1.724331e-02
324           	5.961137e-01	2.234301e-01	3.726836e-01	-3.538151e-01	-1.566892e-01	-1.971258e-01	2.021829e-02	-7.462675e-02	1.588312e-02	-3.043278e-03	1.436148e-02	-1.740476e-02
325           	5.957387e-01	2.228720e-01	3.728668e-01	-3.515453e-01	-1.564078e-01	-1.951375e-01	1.936485e-02	-7.499740e-02	1.622099e-02	-2.701932e-03	1.487003e-02	-1.757196e-02
326           	5.952762e-01	2.222594e-01	3.730169e-01	-3.497342e-01	-1.565096e-01	-1.932246e-01	1.835746e-02	-7.537875e-02	1.660188e-02	-2.273964e-03	1.546490e-02	-1.773887e-02
327           	5.947894e-01	2.216205e-01	3.731689e-01	-3.483151e-01	-1.569272e-01	-1.913879e-01	1.723034e-02	-7.577419e-02	1.702280e-02	-1.784553e-03	1.613052e-02	-1.791508e-02
328           	5.943526e-01	2.210056e-01	3.733470e-01	-3.474869e-01	-1.575577e-01	-1.899292e-01	1.618576e-02	-7.617072e-02	1.748002e-02	-1.167610e-03	1.689621e-02	-1.806382e-02
329           	5.939776e-01	2.204430e-01	3.735347e-01	-3.471301e-01	-1.582433e-01	-1.888868e-01	1.532177e-02	-7.654587e-02	1.800374e-02	-4.253358e-04	1.779108e-02	-1.821641e-02
330           	5.937070e-01	2.199518e-01	3.737553e-01	-3.471407e-01	-1.588471e-01	-1.882936e-01	1.472321e-02	-7.690175e-02	1.852419e-02	3.617229e-04	1.870505e-02	-1.834333e-02
331           	5.935273e-01	2.195251e-01	3.740023e-01	-3.472685e-01	-1.592948e-01	-1.879737e-01	1.433947e-02	-7.723859e-02	1.896727e-02	1.036229e-03	1.948538e-02	-1.844915e-02
332           	5.934330e-01	2.191920e-01	3.742410e-01	-3.473092e-01	-1.594393e-01	-1.878700e-01	1.421534e-02	-7.752452e-02	1.919247e-02	1.396773e-03	1.989086e-02	-1.849409e-02
333           	5.934872e-01	2.190374e-01	3.744498e-01	-3.470375e-01	-1.591459e-01	-1.878917e-01	1.437289e-02	-7.770618e-02	1.915341e-02	1.341173e-03	1.982400e-02	-1.848282e-02
334           	5.937323e-01	2.191361e-01	3.745962e-01	-3.466553e-01	-1.584670e-01	-1.881883e-01	1.486060e-02	-7.773007e-02	1.883567e-02	8.467753e-04	1.925905e-02	-1.841228e-02
335           	5.941508e-01	2.194832e-01	3.746676e-01	-3.463528e-01	-1.575238e-01	-1.888290e-01	1.565258e-02	-7.759218e-02	1.835739e-02	1.066637e-04	1.841073e-02	-1.830406e-02
336           	5.946185e-01	2.199921e-01	3.746264e-01	-3.462196e-01	-1.564402e-01	-1.897794e-01	1.666963e-02	-7.731711e-02	1.779650e-02	-7.625590e-04	1.741522e-02	-1.817778e-02
337           	5.949972e-01	2.205527e-01	3.744445e-01	-3.459848e-01	-1.552715e-01	-1.907133e-01	1.772090e-02	-7.694588e-02	1.721417e-02	-1.621366e-03	1.640348e-02	-1.802485e-02
338           	5.951474e-01	2.210813e-01	3.740661e-01	-3.457422e-01	-1.541209e-01	-1.916212e-01	1.875017e-02	-7.649241e-02	1.655257e-02	-2.533049e-03	1.528604e-02	-1.781909e-02
339           	5.950913e-01	2.215821e-01	3.735092e-01	-3.456361e-01	-1.530189e-01	-1.926172e-01	1.979912e-02	-7.596353e-02	1.590830e-02	-3.329609e-03	1.424349e-02	-1.757310e-02
340           	5.948897e-01	2.221065e-01	3.727832e-01	-3.458089e-01	-1.519965e-01	-1.938124e-01	2.090799e-02	-7.533835e-02	1.534028e-02	-3.991988e-03	1.334429e-02	-1.733628e-02
341           	5.945894e-01	2.226641e-01	3.719253e-01	-3.459835e-01	-1.510786e-01	-1.949049e-01	2.191316e-02	-7.463057e-02	1.490462e-02	-4.432760e-03	1.268824e-02	-1.712100e-02
342           	5.941568e-01	2.231662e-01	3.709906e-01	-3.461830e-01	-1.504101e-01	-1.957729e-01	2.268137e-02	-7.391221e-02	1.456992e-02	-4.676908e-03	1.223147e-02	-1.690838e-02
343           	5.935821e-01	2.235797e-01	3.700025e-01	-3.462183e-01	-1.499633e-01	-1.962549e-01	2.314582e-02	-7.321139e-02	1.429653e-02	-4.678730e-03	1.195717e-02	-1.663590e-02
344           	5.930202e-01	2.239848e-01	3.690355e-01	-3.461698e-01	-1.496136e-01	-1.965561e-01	2.347124e-02	-7.252536e-02	1.400106e-02	-4.570150e-03	1.171599e-02	-1.628614e-02
345           	5.925817e-01	2.244398e-01	3.681419e-01	-3.458777e-01	-1.491926e-01	-1.966851e-01	2.374628e-02	-7.185104e-02	1.369152e-02	-4.326906e-03	1.152806e-02	-1.585497e-02
346           	5.922706e-01	2.249326e-01	3.673380e-01	-3.453527e-01	-1.484549e-01	-1.968978e-01	2.422144e-02	-7.120269e-02	1.334821e-02	-4.100941e-03	1.129774e-02	-1.539868e-02
347           	5.920781e-01	2.254006e-01	3.666775e-01	-3.442776e-01	-1.472869e-01	-1.969907e-01	2.485190e-02	-7.063848e-02	1.303985e-02	-3.814569e-03	1.113256e-02	-1.494713e-02
348           	5.918780e-01	2.257363e-01	3.661417e-01	-3.425759e-01	-1.456333e-01	-1.969426e-01	2.565468e-02	-7.020273e-02	1.277411e-02	-3.456151e-03	1.104603e-02	-1.450218e-02
349           	5.917081e-01	2.259264e-01	3.657817e-01	-3.401571e-01	-1.433713e-01	-1.967859e-01	2.670729e-02	-6.992764e-02	1.251628e-02	-3.033151e-03	1.099970e-02	-1.403285e-02
350           	5.916659e-01	2.260419e-01	3.656241e-01	-3.373045e-01	-1.405012e-01	-1.968033e-01	2.815105e-02	-6.979108e-02	1.222228e-02	-2.660859e-03	1.089185e-02	-1.355270e-02
351           	5.917994e-01	2.261689e-01	3.656306e-01	-3.343021e-01	-1.370464e-01	-1.972558e-01	3.010471e-02	-6.973085e-02	1.191995e-02	-2.344231e-03	1.074784e-02	-1.309207e-02
352           	5.920607e-01	2.262999e-01	3.657607e-01	-3.316818e-01	-1.333739e-01	-1.983079e-01	3.246703e-02	-6.973041e-02	1.161978e-02	-2.142866e-03	1.054835e-02	-1.269122e-02
353           	5.923204e-01	2.263740e-01	3.659464e-01	-3.296033e-01	-1.297752e-01	-1.998281e-01	3.502643e-02	-6.978621e-02	1.136099e-02	-1.980851e-03	1.037056e-02	-1.235141e-02
354           	5.925288e-01	2.263554e-01	3.661734e-01	-3.282764e-01	-1.265895e-01	-2.016869e-01	3.754874e-02	-6.990901e-02	1.109808e-02	-1.914783e-03	1.014068e-02	-1.205547e-02
355           	5.927316e-01	2.263030e-01	3.664286e-01	-3.278060e-01	-1.238777e-01	-2.039283e-01	4.002531e-02	-7.006279e-02	1.080882e-02	-1.946468e-03	9.835583e-03	-1.178205e-02
356           	5.929167e-01	2.262539e-01	3.666627e-01	-3.281906e-01	-1.217358e-01	-2.064549e-01	4.235954e-02	-7.020438e-02	1.044946e-02	-2.143323e-03	9.377798e-03	-1.152112e-02
357           	5.931085e-01	2.262264e-01	3.668821e-01	-3.292621e-01	-1.200315e-01	-2.092306e-01	4.459957e-02	-7.032783e-02	1.006772e-02	-2.427521e-03	8.853964e-03	-1.128149e-02
358           	5.933000e-01	2.262008e-01	3.670991e-01	-3.306648e-01	-1.188636e-01	-2.118012e-01	4.646877e-02	-7.044915e-02	9.655328e-03	-2.813159e-03	8.248749e-03	-1.106191e-02
359           	5.935056e-01	2.261553e-01	3.673503e-01	-3.321820e-01	-1.182765e-01	-2.139055e-01	4.781449e-02	-7.059748e-02	9.215721e-03	-3.258327e-03	7.586558e-03	-1.084488e-02
360           	5.937231e-01	2.260833e-01	3.676398e-01	-3.338584e-01	-1.183108e-01	-2.155476e-01	4.861837e-02	-7.077821e-02	8.718276e-03	-3.832170e-03	6.802191e-03	-1.063436e-02
361           	5.941058e-01	2.260786e-01	3.680272e-01	-3.359184e-01	-1.189384e-01	-2.169800e-01	4.902083e-02	-7.097429e-02	8.184729e-03	-4.512012e-03	5.928722e-03	-1.044073e-02
362           	5.945778e-01	2.261515e-01	3.684263e-01	-3.381087e-01	-1.200292e-01	-2.180795e-01	4.902519e-02	-7.113743e-02	7.681842e-03	-5.267031e-03	5.048326e-03	-1.031536e-02
363           	5.949056e-01	2.261797e-01	3.687259e-01	-3.404341e-01	-1.215557e-01	-2.188784e-01	4.866136e-02	-7.127310e-02	7.297998e-03	-5.983462e-03	4.306267e-03	-1.028973e-02
364           	5.949707e-01	2.260534e-01	3.689174e-01	-3.427433e-01	-1.235871e-01	-2.191562e-01	4.778456e-02	-7.143199e-02	6.970869e-03	-6.718866e-03	3.611436e-03	-1.033030e-02
365           	5.947907e-01	2.257528e-01	3.690379e-01	-3.449034e-01	-1.259634e-01	-2.189400e-01	4.648834e-02	-7.164252e-02	6.775911e-03	-7.340419e-03	3.105702e-03	-1.044612e-02
366           	5.944407e-01	2.253173e-01	3.691234e-01	-3.468639e-01	-1.285996e-01	-2.182643e-01	4.483236e-02	-7.190303e-02	6.685305e-03	-7.843140e-03	2.763735e-03	-1.060688e-02
367           	5.941123e-01	2.248887e-01	3.692235e-01	-3.486392e-01	-1.313069e-01	-2.173323e-01	4.301271e-02	-7.216739e-02	6.652251e-03	-8.315035e-03	2.494734e-03	-1.080977e-02
368           	5.939397e-01	2.245666e-01	3.693731e-01	-3.502916e-01	-1.341153e-01	-2.161763e-01	4.103048e-02	-7.240323e-02	6.657901e-03	-8.868650e-03	2.223576e-03	-1.109223e-02
369           	5.938205e-01	2.242742e-01	3.695463e-01	-3.517810e-01	-1.370471e-01	-2.147340e-01	3.884343e-02	-7.263603e-02	6.786881e-03	-9.406885e-03	2.083439e-03	-1.149032e-02
370           	5.935759e-01	2.238335e-01	3.697425e-01	-3.532367e-01	-1.401927e-01	-2.130440e-01	3.642566e-02	-7.295450e-02	7.144256e-03	-9.675889e-03	2.306311e-03	-1.198220e-02
371           	5.930853e-01	2.231555e-01	3.699298e-01	-3.547047e-01	-1.436014e-01	-2.111033e-01	3.375097e-02	-7.338717e-02	7.743201e-03	-9.592334e-03	2.947034e-03	-1.253937e-02
372           	5.923724e-01	2.223109e-01	3.700615e-01	-3.563515e-01	-1.472276e-01	-2.091239e-01	3.094818e-02	-7.387533e-02	8.471635e-03	-9.267217e-03	3.838027e-03	-1.310524e-02
373           	5.915667e-01	2.214550e-01	3.701117e-01	-3.580457e-01	-1.508601e-01	-2.071856e-01	2.816273e-02	-7.432832e-02	9.182681e-03	-8.929762e-03	4.717800e-03	-1.364756e-02
374           	5.908731e-01	2.207335e-01	3.701396e-01	-3.597360e-01	-1.543619e-01	-2.053741e-01	2.550606e-02	-7.470302e-02	9.793674e-03	-8.746151e-03	5.420598e-03	-1.416675e-02
375           	5.903416e-01	2.201412e-01	3.702004e-01	-3.612289e-01	-1.576339e-01	-2.035950e-01	2.298052e-02	-7.502957e-02	1.031457e-02	-8.607999e-03	6.010568e-03	-1.461857e-02
376           	5.898822e-01	2.195874e-01	3.702947e-01	-3.625364e-01	-1.607220e-01	-2.018144e-01	2.054618e-02	-7.535364e-02	1.071056e-02	-8.382535e-03	6.519290e-03	-1.490182e-02
377           	5.893066e-01	2.189662e-01	3.703404e-01	-3.635732e-01	-1.636060e-01	-1.999672e-01	1.818061e-02	-7.568707e-02	1.093828e-02	-8.017137e-03	6.929710e-03	-1.494685e-02
378           	5.885906e-01	2.182511e-01	3.703396e-01	-3.648460e-01	-1.663190e-01	-1.985270e-01	1.610400e-02	-7.604425e-02	1.105429e-02	-7.447585e-03	7.330493e-03	-1.477808e-02
379           	5.879809e-01	2.175856e-01	3.703953e-01	-3.664651e-01	-1.687825e-01	-1.976826e-01	1.445002e-02	-7.640487e-02	1.110543e-02	-6.726967e-03	7.741951e-03	-1.446892e-02
380           	5.876132e-01	2.170423e-01	3.705708e-01	-3.682578e-01	-1.710781e-01	-1.971797e-01	1.305079e-02	-7.676424e-02	1.112026e-02	-5.965343e-03	8.137589e-03	-1.410293e-02
381           	5.875053e-01	2.165794e-01	3.709259e-01	-3.699913e-01	-1.731588e-01	-1.968326e-01	1.183690e-02	-7.717326e-02	1.120085e-02	-5.073829e-03	8.663935e-03	-1.373776e-02
382           	5.876595e-01	2.161692e-01	3.714904e-01	-3.715540e-01	-1.751361e-01	-1.964179e-01	1.064090e-02	-7.766059e-02	1.136375e-02	-4.038297e-03	9.344601e-03	-1.338290e-02
383           	5.879699e-01	2.157508e-01	3.722191e-01	-3.730396e-01	-1.768495e-01	-1.961901e-01	9.670275e-03	-7.823417e-02	1.153984e-02	-2.940831e-03	1.006943e-02	-1.301026e-02
384           	5.884000e-01	2.153554e-01	3.730446e-01	-3.746024e-01	-1.782286e-01	-1.963738e-01	9.072582e-03	-7.884460e-02	1.167527e-02	-1.864435e-03	1.074306e-02	-1.260749e-02
385           	5.889110e-01	2.150055e-01	3.739055e-01	-3.761407e-01	-1.791508e-01	-1.969899e-01	8.919562e-03	-7.944997e-02	1.171930e-02	-9.327711e-04	1.125291e-02	-1.218569e-02
386           	5.895132e-01	2.147208e-01	3.747924e-01	-3.777640e-01	-1.797014e-01	-1.980626e-01	9.180625e-03	-8.003583e-02	1.168307e-02	-1.540740e-04	1.160603e-02	-1.176010e-02
387           	5.901818e-01	2.144699e-01	3.757119e-01	-3.793918e-01	-1.799696e-01	-1.994222e-01	9.726303e-03	-8.062100e-02	1.161652e-02	5.102681e-04	1.187166e-02	-1.136139e-02
388           	5.909609e-01	2.142841e-01	3.766768e-01	-3.811328e-01	-1.800203e-01	-2.011125e-01	1.054610e-02	-8.119636e-02	1.148973e-02	1.117798e-03	1.204863e-02	-1.093083e-02
389           	5.919540e-01	2.142531e-01	3.777009e-01	-3.828930e-01	-1.797689e-01	-2.031241e-01	1.167758e-02	-8.172392e-02	1.129706e-02	1.641538e-03	1.211783e-02	-1.047629e-02
390           	5.930928e-01	2.144183e-01	3.786745e-01	-3.845903e-01	-1.792913e-01	-2.052990e-01	1.300385e-02	-8.212812e-02	1.099119e-02	1.979783e-03	1.198109e-02	-1.000130e-02
391           	5.940355e-01	2.145994e-01	3.794361e-01	-3.856506e-01	-1.786382e-01	-2.070124e-01	1.418710e-02	-8.241833e-02	1.064233e-02	2.147024e-03	1.171584e-02	-9.568820e-03
392           	5.946932e-01	2.147095e-01	3.799837e-01	-3.860934e-01	-1.779090e-01	-2.081844e-01	1.513766e-02	-8.263707e-02	1.033265e-02	2.223543e-03	1.144442e-02	-9.220876e-03
393           	5.949884e-01	2.146852e-01	3.803032e-01	-3.857052e-01	-1.771931e-01	-2.085121e-01	1.565950e-02	-8.280899e-02	1.003970e-02	2.190531e-03	1.113497e-02	-8.944435e-03
394           	5.951352e-01	2.146223e-01	3.805129e-01	-3.848131e-01	-1.765386e-01	-2.082745e-01	1.586795e-02	-8.294529e-02	9.791640e-03	2.148046e-03	1.086566e-02	-8.717617e-03
395           	5.951699e-01	2.145193e-01	3.806506e-01	-3.835735e-01	-1.758739e-01	-2.076997e-01	1.591289e-02	-8.306567e-02	9.728573e-03	2.295634e-03	1.087639e-02	-8.580756e-03
396           	5.950589e-01	2.143648e-01	3.806941e-01	-3.821804e-01	-1.751772e-01	-2.070032e-01	1.591298e-02	-8.316464e-02	9.952071e-03	2.772667e-03	1.133840e-02	-8.565738e-03
